Uuid,Void/Retire,Same as mappings,Fully specified name:en,Fully specified name:km,Short name:en,Short name:km,Description:en,Description:fr,Data class,Data type,Answers,Members,_version:1,_order:1003
dd16ec73-fa62-431b-bbd5-4e3a04d93cfc,,,Foot Exam,Foot Exam,Foot Exam,Foot Exam,,,Question,Coded,Normal;Abnormal,,,
660b460d-7c8a-4e4a-a7fc-ed4e835b62fd,,,Foot Exam Details,Foot Exam Details,Foot Exam Details,Foot Exam Details,,,Question,Text,,,,
444c2edb-366d-4b5a-a8cd-df0597389cf4,,,Foot Exam Set,Foot Exam Set,Foot Exam Set,Foot Exam Set,,,ConvSet,N/A,,Foot Exam;Foot Exam Details,,
db2e363c-a5b5-4136-a786-adae6f52e10b,,,Eye Exam,Eye Exam,Eye Exam,Eye Exam,,,Question,Coded,Normal;Abnormal,,,
16fb43ef-a4cc-4a89-be31-3486aa61177c,,,Eye Exam Details,Eye Exam Details,Eye Exam Details,Eye Exam Details,,,Question,Text,,,,
358b010b-e553-4380-a4c7-10af4aa5aa7d,,,Eye Exam Set,Eye Exam Set,Eye Exam Set,Eye Exam Set,,,ConvSet,N/A,,Eye Exam;Eye Exam Details,,
5969b812-49bf-48d1-8477-e33935141c0c,,,Cardiovascular System Exam,Cardiovascular System Exam,Cardiovascular System Exam,Cardiovascular System Exam,,,Question,Coded,Normal;Abnormal,,,
12bc0740-1597-4a72-a867-4158fccfa486,,,Cardiovascular System Exam Details,Cardiovascular System Exam Details,Cardiovascular System Exam Details,Cardiovascular System Exam Details,,,Question,Text,,,,
e9a0681c-0e67-44ba-8c75-4b44d2f5d968,,,Cardiovascular System Exam Set,Cardiovascular System Exam Set,Cardiovascular System Exam Set,Cardiovascular System Exam Set,,,ConvSet,N/A,,Cardiovascular System Exam;Cardiovascular System Exam Details,,
0426d08e-1035-4c8f-a400-3b9d276f3a6b,,,Urogenital System Exam,Urogenital System Exam,Urogenital System Exam,Urogenital System Exam,,,Question,Coded,Normal;Abnormal,,,
e860d182-008e-4f5d-9ade-96ff16144137,,,Urogenital System Exam Details,Urogenital System Exam Details,Urogenital System Exam Details,Urogenital System Exam Details,,,Question,Text,,,,
30c3cac2-d38b-432c-8a78-4e256abbee14,,,Urogenital System Exam Set,Urogenital System Exam Set,Urogenital System Exam Set,Urogenital System Exam Set,,,ConvSet,N/A,,Urogenital System Exam;Urogenital System Exam Details,,
337b27dd-e1a3-4da6-a962-113158b39b2d,,,ENT Exam,ENT Exam,ENT Exam,ENT Exam,,,Question,Coded,Normal;Abnormal,,,
81a7d818-a671-4e6e-b62a-503582ad6850,,,ENT Exam Details,ENT Exam Details,ENT Exam Details,ENT Exam Details,,,Question,Text,,,,
39d50db7-ee96-472c-9dcf-b0efd4b586e4,,,ENT Exam Set,ENT Exam Set,ENT Exam Set,ENT Exam Set,,,ConvSet,N/A,,ENT Exam;ENT Exam Details,,
819b36ec-1631-4e14-91cc-6f547565a855,,,Respiratory System Exam,Respiratory System Exam,Respiratory System Exam,Respiratory System Exam,,,Question,Coded,Normal;Abnormal,,,
9e7c6e42-a71b-4ec6-a017-a978bf335db5,,,Respiratory System Exam Details,Respiratory System Exam Details,Respiratory System Exam Details,Respiratory System Exam Details,,,Question,Text,,,,
5c685694-7474-40d0-9096-55782411f7be,,,Respiratory System Exam Set,Respiratory System Exam Set,Respiratory System Exam Set,Respiratory System Exam Set,,,ConvSet,N/A,,Respiratory System Exam;Respiratory System Exam Details,,
67b6dcc4-4c7e-41db-b7f3-020655489a62,,,Gastro-intestinal System Exam,Gastro-intestinal System Exam,Gastro-intestinal System Exam,Gastro-intestinal System Exam,,,Question,Coded,Normal;Abnormal,,,
06e80723-ec47-4826-886e-38376e1ac30b,,,Gastro-intestinal System Exam Details,Gastro-intestinal System Exam Details,Gastro-intestinal System Exam Details,Gastro-intestinal System Exam Details,,,Question,Text,,,,
92a61792-2269-4127-9a3b-3492c9f0959c,,,Gastro-intestinal System Exam Set,Gastro-intestinal System Exam Set,Gastro-intestinal System Exam Set,Gastro-intestinal System Exam Set,,,ConvSet,N/A,,Gastro-intestinal System Exam;Gastro-intestinal System Exam Details,,
c017f994-b6e3-409f-9f80-7869665df179,,,Skin and extremities Exam,Skin and extremities Exam,Skin and extremities Exam,Skin and extremities Exam,,,Question,Coded,Normal;Abnormal,,,
e03e1008-2393-47c0-8d3f-871bbc5d8298,,,Skin and extremity Exam Details,Skin and extremity Exam Details,Skin and extremity Exam Details,Skin and extremity Exam Details,,,Question,Text,,,,
149704a3-819d-4dbc-b50b-2400a503fec9,,,Skin and extremity Exam Set,Skin and extremity Exam Set,Skin and extremity Exam Set,Skin and extremity Exam Set,,,ConvSet,N/A,,Skin and extremities Exam;Skin and extremity Exam Details,,
8dce7636-f3ad-4509-a2e2-f9f35ad10cca,,,Central nervous System Exam,Central nervous System Exam,Central nervous System Exam,Central nervous System Exam,,,Question,Coded,Normal;Abnormal,,,
66fa9337-af93-45c6-8480-65c96e691207,,,Central nervous System Exam Details,Central nervous System Exam Details,Central nervous System Exam Details,Central nervous System Exam Details,,,Question,Text,,,,
86e96e7e-ed58-47ed-9516-dc14eab1a2db,,,Central nervous System Exam Set,Central nervous System Exam Set,Central nervous System Exam Set,Central nervous System Exam Set,,,ConvSet,N/A,,Central nervous System Exam;Central nervous System Exam Details,,
807616c8-0a1b-4a13-b1c9-89a5216eb46b,,,Mental status Exam,Mental status Exam,Mental status Exam,Mental status Exam,,,Question,Coded,Normal;Abnormal,,,
667fa9a9-fece-483f-8544-049d122c12e9,,,Mental status Exam Details,Mental status Exam Details,Mental status Exam Details,Mental status Exam Details,,,Question,Text,,,,
c1246a4c-f1e7-4754-b413-492736f511a2,,,Mental status Exam Set,Mental status Exam Set,Mental status Exam Set,Mental status Exam Set,,,ConvSet,N/A,,Mental status Exam;Mental status Exam Details,,
e237e038-be15-4ade-b457-067ddde84c07,,,Abdomen Exam,Abdomen Exam,Abdomen Exam,Abdomen Exam,,,Question,Coded,Normal;Abnormal,,,
9cdbee40-1a2d-4ed6-9ffc-729d058f57e2,,,Abdomen Details,Abdomen Details,Abdomen Details,Abdomen Details,,,Question,Text,,,,
99829097-4c1d-43a5-b19e-eda807dd64d5,,,Abdomen Set,Abdomen Set,Abdomen Set,Abdomen Set,,,ConvSet,N/A,,Abdomen Exam;Abdomen Details,,
f09530d2-75ab-4b6a-80a2-f92112edbf51,,,Other body parts Exam,Other body parts Exam,Other body parts Exam,Other body parts Exam,,,Question,Coded,Normal;Abnormal,,,
e52c8dae-3bc8-43c3-8ae0-64852e094b29,,,Other body parts Exam Details,Other body parts Exam Details,Other body parts Exam Details,Other body parts Exam Details,,,Question,Text,,,,
95f13196-797e-48f5-bfbf-9e5ddbdba7d4,,,Other body parts Exam Set,Other body parts Exam Set,Other body parts Exam Set,Other body parts Exam Set,,,ConvSet,N/A,,Other body parts Exam;Other body parts Exam Details,,
